author_id,author_name,birthdate,country
584,Karen Spencer,1982-02-04,British Indian Ocean Territory (Chagos Archipelago)
585,Jeffrey Patterson,2004-12-06,Luxembourg
586,Kelly Thompson,1964-07-18,Mayotte
587,Connie Henderson,1943-06-13,Sri Lanka
588,Ashley Brown,1929-04-08,Colombia
589,Christina Richards,2018-07-25,Equatorial Guinea
590,Patricia Gonzalez,1960-06-18,Libyan Arab Jamahiriya
591,Anna Johnson,1945-04-21,Niger
592,Paul Miller,1977-05-18,Saint Kitts and Nevis
593,John Robinson,1998-06-08,Bahrain
594,Vicki Underwood,1914-09-26,Palestinian Territory
595,Ryan Cole,1974-12-19,Timor-Leste
596,Craig Smith,1922-05-29,Kazakhstan
597,Becky Marquez,1982-07-31,United Arab Emirates
598,Maria Andersen,1914-10-22,Somalia
599,April Fletcher,1909-08-08,Iraq
600,William Green,1993-05-17,Afghanistan
601,Michael Cuevas,1920-03-09,Lao People's Democratic Republic
602,Gregory Mooney III,1987-06-29,British Virgin Islands
603,Cindy Graves,1915-09-07,Tokelau
604,Alexis Henderson,1970-08-29,Mongolia
605,Erica Mitchell,1918-12-28,Ukraine
606,Jeffrey Baker,1925-04-28,Hong Kong
607,Regina Simmons,1953-02-16,Holy See (Vatican City State)
608,Kyle Spencer,1993-10-11,Algeria
609,Gloria Gray,1939-02-11,Christmas Island
610,Gregory Saunders,1950-07-01,Haiti
611,Joshua Herman,2014-12-27,Netherlands Antilles
612,Robert Frey,1964-12-14,Reunion
613,Jessica Hall,1911-04-19,Cape Verde
614,Sarah Reed,1930-12-01,Ethiopia
615,Erik Frank,1979-05-01,Marshall Islands
616,William Guerrero MD,1965-04-10,Norfolk Island
617,Abigail Conner,1995-09-18,Serbia
618,Alexander Shea,1992-08-01,Egypt
619,Thomas Perez,1976-01-24,Greece
620,Rachael Dean,1948-03-08,Moldova
621,Jennifer Wood,2002-07-29,Equatorial Guinea
622,Tracey Harris,1994-06-07,Cayman Islands
623,Joshua Lucas,1924-05-24,Falkland Islands (Malvinas)
624,Bryan Caldwell,1946-09-07,Fiji
625,Frank Walker,1920-07-06,French Guiana
626,Troy Hill,1987-10-11,Vanuatu
627,Mary Leach,1970-10-21,Algeria
628,Brent Hart,2012-03-10,Burundi
629,Nicole Wilson,2009-07-28,French Southern Territories
630,Molly Santos,1924-06-18,Namibia
631,Wanda Lamb,1977-11-02,Tanzania
632,Ashley Bell,1969-06-12,Norway
633,Katie Ward,1928-12-03,Gibraltar
634,John Murray,2014-04-19,Saint Lucia
635,Robert Hill,1914-04-10,Qatar
636,Anna Kelly,1967-07-31,Bhutan
637,Aaron Williams,1940-06-27,Palau
638,Kenneth Rogers,1977-01-31,Azerbaijan
639,Daniel Carson,1918-12-15,Syrian Arab Republic
640,Mrs. Shelby Perry,1931-02-28,Haiti
641,Wesley Stone,1909-11-21,United Arab Emirates
642,Tony Schwartz,1998-09-23,Sweden
643,Brandy Jones,1919-10-12,Senegal
644,Stephanie Harris,1934-07-25,Mauritius
645,Nicholas Hoffman,1918-07-02,Brazil
646,James Madden,2008-08-23,Bahrain
647,Caroline Harmon,1973-04-08,Kazakhstan
648,Matthew Bartlett,1998-07-13,Belarus
649,Mitchell Rogers,2000-09-12,Bangladesh
650,Erica Simon,1992-12-23,Ukraine
651,Mrs. Virginia Williams,2012-08-07,Northern Mariana Islands
652,Travis Phelps,1919-08-16,El Salvador
653,Patricia Prince,1918-04-24,Saint Pierre and Miquelon
654,Miguel Smith,1997-07-07,Afghanistan
655,Carlos Cox,1953-04-13,Macao
656,Heidi Wright,1925-03-16,Estonia
657,Shawn Newman,1973-07-23,Tokelau
658,Michael Evans,1913-10-04,Guernsey
659,Briana Kelly,1960-09-05,Mozambique
660,Elizabeth Tate,1942-08-13,Nauru
661,Dr. Daniel Miller MD,1966-04-09,Botswana
662,Erica Murillo,1913-06-03,Uzbekistan
663,Gregory Bishop,1971-01-03,Guam
664,Danielle Whitney,2003-04-18,British Virgin Islands
665,Jonathan Garza,1961-06-19,British Virgin Islands
666,Dana Lopez,1990-04-11,Malaysia
667,Wendy Serrano,1909-03-17,Eritrea
668,Caitlyn Jackson,1993-09-30,Iceland
669,Alejandro Chan,2015-01-09,Liechtenstein
670,Judith Mueller,1912-07-18,Pitcairn Islands
671,Tiffany Green,1909-10-24,Romania
672,Brian Stanton,1942-01-29,United States Minor Outlying Islands
673,Dustin Hernandez,1931-04-11,Holy See (Vatican City State)
674,Alexandra Shelton,1927-01-17,Martinique
675,Anna Hutchinson,1917-01-06,Bulgaria
676,Eric Jones,2015-10-20,French Guiana
677,Margaret Williams,1963-04-11,Norfolk Island
678,Travis Thomas,1939-05-27,Moldova
679,Todd Willis,2008-12-06,Turks and Caicos Islands
680,Autumn Doyle,2008-03-23,Netherlands Antilles
681,Eric Kerr,1987-09-25,Belize
682,Jacob Dixon,1983-05-15,Ghana
683,Kevin Richards,1989-11-14,Western Sahara
684,Alex Lewis,1935-09-23,Martinique
685,John Barker,1928-04-01,Guadeloupe
686,Danielle Nelson,1997-06-26,Bouvet Island (Bouvetoya)
687,Loretta Barr,1922-09-25,Russian Federation
688,Chad Snyder,1920-04-24,French Polynesia
689,Chelsea Mclaughlin,1962-10-27,Slovenia
690,Natalie Lee,1925-06-12,Syrian Arab Republic
691,Jessica Hardy,2003-03-18,Central African Republic
692,Isaac Cruz,1934-10-07,Pitcairn Islands
693,Michael Charles,1966-05-08,Sri Lanka
694,Barbara Owens,2009-05-23,French Guiana
695,Melissa Bradley,1995-02-16,Pitcairn Islands
696,Tammy Mitchell PhD,1917-07-11,Finland
697,Kenneth Jackson,1957-01-15,Tonga
698,Sandra Perkins,1972-02-19,Mali
699,Mark Brooks,1959-05-07,Guinea
700,Jenna Sanchez,1977-06-28,Peru
701,Catherine Elliott,1932-06-03,Timor-Leste
702,Allen Brown,1942-12-10,Romania
703,Daniel Taylor,1947-05-29,Bhutan
704,Samantha Castillo,1983-04-27,Taiwan
705,Marvin Holmes,1912-10-14,Madagascar
706,Kelly Larson,2007-12-26,Argentina
707,Katherine Anderson,1971-11-13,Pitcairn Islands
708,Daniel Bell,1951-12-14,Kuwait
709,Mrs. Tanya Williams,1966-03-28,Ireland
710,Andrew Reed,1920-04-26,Dominica
711,Ashley Ward,1959-08-07,Lebanon
712,Yvonne Gibson,1989-10-26,Ireland
713,Edward Larsen,1929-06-19,Guadeloupe
714,Terri Smith,1913-09-23,Angola
715,Tammy Parker,2012-08-12,Brunei Darussalam
716,Christopher Lee,1994-11-11,French Polynesia
717,Stephen Roy,1958-05-12,Gabon
718,Amy Santana,1908-12-23,Saint Lucia
719,Paul Myers,1945-06-26,Christmas Island
720,Katie Evans,2002-02-26,China
721,Angela Tucker,1977-02-03,Nigeria
722,Rachel Williams,1994-01-05,Niue
723,Scott Yang,1941-10-07,French Guiana
724,Sharon Gaines,1935-01-13,Chile
725,Michelle Wilson,1960-04-07,Namibia
726,Julie Hinton,1960-07-14,Western Sahara
727,Allison Stafford,1910-11-26,Reunion
728,Tasha Bell,1963-01-21,Iceland
729,James Vaughan,2014-11-12,Finland
730,Brenda Acosta,1965-11-04,Senegal
731,Michael Lowe,2009-01-19,Kiribati
732,Jason Robertson,1946-09-25,Swaziland
733,Carlos Tran,1951-09-04,Congo
734,Fernando Cooper,2000-04-01,Hong Kong
735,Matthew Roach,1926-07-31,Denmark
736,Lindsey Mitchell,2001-12-16,China
737,Ann Austin,1955-02-25,Saint Kitts and Nevis
738,Michael Hodges,1913-06-19,Switzerland
739,Sarah King,1939-05-19,Thailand
740,Catherine Hunter,2012-09-10,Denmark
741,Kenneth Hernandez,1924-03-09,Cuba
742,Carolyn Walls,1918-03-05,Moldova
743,Christopher Logan,2015-03-04,Western Sahara
744,Christian Bullock,1958-12-14,Belarus
745,Rebecca Farrell,1945-01-20,Lesotho
746,Aaron Franklin,1961-05-27,Bahamas
747,Katelyn Mccullough,1937-01-18,Italy
748,Melissa Phillips,1994-05-23,Tunisia
749,Elizabeth Charles,1958-07-19,Burundi
750,Angel Shaw,1989-05-13,British Virgin Islands
751,Danielle Clark,1928-02-17,Faroe Islands
752,Alyssa Morgan,1954-01-26,Canada
753,Chelsea Henry,1912-05-03,Slovakia (Slovak Republic)
754,Tina Moore,1935-06-18,Pakistan
755,Carly Dean,1976-12-18,Rwanda
756,Sara Miller,1910-11-20,Vanuatu
757,Brian Avery,1914-08-19,Angola
758,Kelly Shea,1967-01-12,Mayotte
759,Adam Schwartz,1944-02-18,Jamaica
760,Veronica Brandt,1923-08-19,Spain
761,Jordan Rivera,1947-06-26,Ireland
762,Bobby Davis,1972-08-28,Jordan
763,Michael Moore,2024-02-29,Eritrea
764,Jessica Reid,2023-08-01,Pitcairn Islands
765,Nicole Lane,1914-12-11,Bangladesh
766,Natalie Davis,1942-04-01,Jordan
767,Traci Espinoza,1956-08-12,Iran
768,Joseph Nelson,1994-07-09,Anguilla
769,Jason Lopez,2011-03-09,Cocos (Keeling) Islands
770,Megan Miller,1918-08-27,Togo
771,Linda Blake,1937-12-24,Antarctica (the territory South of 60 deg S)
772,Andrew Harris,1925-11-28,Sierra Leone
773,Richard Anderson,1921-02-10,Ecuador
774,Anthony Carter,2003-02-18,Faroe Islands
775,Edward Morgan,2017-02-18,Pakistan
776,Rebecca Nielsen,1929-08-26,Lithuania
777,Nichole Dominguez,2014-07-24,Tonga
778,Natalie Garcia,1957-02-23,French Guiana
779,Alexandra Hanson PhD,2008-04-28,Marshall Islands
780,James Russell,1943-10-13,Malawi
781,Melissa Gonzalez,1930-06-09,Tanzania
782,Luis Wright,1925-01-22,British Indian Ocean Territory (Chagos Archipelago)
783,Marvin Hoffman,1988-01-27,Panama
784,Chris Anderson,1934-11-28,Maldives
785,Lindsay Cooper,1918-11-01,Uzbekistan
786,Benjamin Baker,1938-04-17,United States of America
787,Arthur Benson,1972-06-06,Netherlands Antilles
788,Bruce Wood,1923-04-21,Libyan Arab Jamahiriya
789,Michael Moore,1980-10-10,American Samoa
790,Emily Herrera,1974-08-16,Jordan
791,Maureen Ellis,1966-09-12,Vietnam
792,James Burns,1936-09-25,Guam
793,David Wright,1997-07-10,Greece
794,Heidi Lewis,2001-09-16,United Arab Emirates
795,Michelle Bird,2014-05-01,Slovakia (Slovak Republic)
796,Rebecca Rivera,1986-04-19,Oman
797,Kristen Jones,1950-01-08,Uzbekistan
798,Rebecca Robles,1926-04-26,Kenya
799,Daisy Skinner,1911-10-04,Egypt
800,Kendra Gutierrez,1917-03-23,Montserrat
801,Ryan Scott,1952-10-07,United Kingdom
802,Shelia Jones,2020-02-29,Saint Helena
803,Kevin Kim,1951-12-12,Germany
804,Shelby Stevens,1966-10-16,Faroe Islands
805,Kenneth Hunter,1954-10-05,Belize
806,Daniel Gonzalez,1962-10-26,Anguilla
807,Richard Gallagher,2003-07-23,Togo
808,John Chavez,1961-06-02,Western Sahara
809,Michael Flowers,1987-06-19,Cuba
810,Dennis Fernandez,1927-09-23,Estonia
811,Jerry Jackson,2014-10-12,Tonga
812,Elizabeth Alvarez,1938-09-11,Jordan
813,Joseph Rivera,1918-12-17,Bermuda
814,Aaron Dixon,1982-08-31,Jordan
815,Christian Weaver,1989-06-01,Cook Islands
816,Brandon Ortega,1928-09-29,Netherlands
817,Zachary Russell,1924-01-07,Chad
818,Jimmy Page,2019-06-27,Oman
819,Mario Navarro,1950-02-21,China
820,Dana Hogan,1926-12-29,Montenegro
821,Victoria Thomas,1965-08-18,Kuwait
822,Grace May,1980-07-29,Cote d'Ivoire
823,John Elliott,2002-10-31,Greenland
824,Richard Rodriguez,1995-08-24,Jamaica
825,Ralph Allen,1916-09-19,North Macedonia
826,Micheal Lane,1989-05-15,Mali
827,Patricia Anderson,2022-09-12,Pitcairn Islands
828,Theodore Andrade,2018-05-31,United States Virgin Islands
829,Joshua Cowan,1937-10-12,Morocco
830,Amy Wilson,1909-07-08,Israel
831,Kevin Chapman,1934-11-18,Italy
832,Melissa Rodriguez,1965-06-28,Lithuania
833,Lisa Roberts,1955-08-09,United Kingdom
834,Mason Morgan,2015-12-14,Cameroon
835,Paul Williams,1917-04-27,Romania
836,Xavier Roberts,2019-06-21,Heard Island and McDonald Islands
837,Leslie Flores,2001-02-02,Cook Islands
838,Toni White,1942-10-02,Congo
839,Jose Smith,2005-08-21,Rwanda
840,Austin Hill,1952-05-28,Dominican Republic
841,Pamela Bradley,1977-06-23,Iceland
842,Ronald Taylor,1963-10-24,Mauritania
843,Jonathan Martinez,1928-10-05,Malaysia
844,Susan Mcguire,1968-09-16,Syrian Arab Republic
845,Michelle Morgan,2008-03-16,Kuwait
846,Maria Wiggins,2018-08-01,Greenland
847,Rhonda Moon,1929-07-30,Netherlands
848,Melissa Wiggins,2021-12-24,Canada
849,Ashley Hubbard,1915-06-22,Montenegro
850,Mark Black,1930-06-30,Trinidad and Tobago
851,Ronald Foley,1980-05-12,Romania
852,Devin Rodriguez,2020-06-12,Benin
853,Eric Patterson,1918-07-13,Cook Islands
854,James Bean,1960-10-19,Mayotte
855,Michael Whitehead,1998-08-05,Saint Kitts and Nevis
856,Justin Graves,2017-06-22,Belarus
857,Alexis Webster,1982-12-03,Syrian Arab Republic
858,Robert Moody,1926-11-20,Chad
859,Mary Shepard,1931-06-18,Uruguay
860,Mark Johnson,1956-06-22,Kyrgyz Republic
861,Carlos Sanders,1955-04-02,Panama
862,Stacey Johnson,1995-10-10,Swaziland
863,Chelsey Ray,1960-06-03,French Guiana
864,Jason Horton,1959-04-07,Marshall Islands
865,Danielle Barry,1994-09-19,Germany
866,Kellie Rosario,2006-08-05,Comoros
867,Desiree Patterson,1915-05-05,Congo
868,Stephanie Cruz,1954-02-24,China
869,Devon Davis,1932-04-15,Micronesia
870,Andrew Berg,1979-10-22,Puerto Rico
871,Dwayne Vaughn,1948-02-01,Senegal
872,Edwin Cooper,1981-01-05,Saint Kitts and Nevis
873,Rachel Abbott,1918-05-21,Nepal
874,Rebecca Campbell,1971-02-15,India
875,Andre Sanders,1969-02-26,Libyan Arab Jamahiriya
876,Patricia Shaw,1922-03-19,Pitcairn Islands
877,Kathleen Turner,1919-12-21,North Macedonia
878,Sarah Washington,1969-08-13,El Salvador
879,Joanna Lyons,1976-11-01,Colombia
880,Jennifer Lawrence,2000-01-21,Singapore
881,Cindy Thompson,2015-09-18,Serbia
882,Dale Fox,2002-09-11,Congo
883,Alexis Shields,1917-03-15,Montenegro
884,Tanner Trevino,1925-01-17,South Georgia and the South Sandwich Islands
885,Lori Vargas,1985-01-16,Iraq
886,Tristan Nelson,1943-01-02,Greenland
887,Kenneth Ortiz,2015-02-18,Togo
888,Juan Sutton,1915-09-18,Sweden
889,Zachary King,1934-12-13,Faroe Islands
890,Trevor Clark,1989-03-03,Central African Republic
891,Rebecca White,1920-02-02,Grenada
892,Jenna Jackson,1997-10-14,Belgium
893,Adam Jones,1979-01-16,Costa Rica
894,Samantha Williams,2010-01-19,Norfolk Island
895,Mary Alvarado,1973-03-24,Israel
896,Timothy Ramirez,1949-11-10,Bolivia
897,Mary Jones,1944-01-29,Venezuela
898,Michael Myers,2007-05-26,Greenland
899,Allison Anderson,1939-03-20,Turkey
900,Benjamin Smith,1952-05-20,Saint Kitts and Nevis
901,Nicole Johnson,1925-06-23,Kenya
902,Phillip Dorsey,1921-01-16,French Polynesia
903,Eric Newman,1935-05-15,Bermuda
904,Angela White,1944-10-24,Costa Rica
905,Gerald Miller,1984-04-13,Greece
906,Thomas Wright,1970-01-17,Tanzania
907,Tammy Johnson,1985-01-27,Hong Kong
908,Larry Brown,1909-09-21,Sierra Leone
909,Timothy Johnson,2015-03-24,Cote d'Ivoire
910,Brandon Evans,1978-09-08,United Arab Emirates
911,Andrea Miranda,1946-03-03,Canada
912,Misty Payne,1922-05-23,French Polynesia
913,Ronnie Tucker,2000-05-06,Oman
914,Diane James,2001-05-27,Dominica
915,Derrick Navarro,1955-06-11,Suriname
916,Victor Wallace,1978-05-29,Faroe Islands
917,Kylie Valencia,2018-11-29,Luxembourg
918,Kimberly Brown,2006-09-15,Costa Rica
919,Beth Wood,1993-05-31,Netherlands Antilles
920,Michelle Johnson,1998-09-30,Sweden
921,Laura Davis,1910-09-18,Afghanistan
922,Patricia Lynch,2015-07-05,Bolivia
923,Sherry Garcia MD,1977-04-05,Samoa
924,Scott Stephens,1931-08-15,Germany
925,Tammy Scott,1975-11-18,Malta
926,Matthew Mcfarland,1918-12-24,Vietnam
927,Erin Elliott,1995-03-28,French Southern Territories
928,Mr. Thomas Cantu MD,2009-12-28,Togo
929,Daniel Valenzuela,2008-12-09,Bolivia
930,Alicia Williams,1913-04-21,United Kingdom
931,Justin Mcknight,1911-01-26,Niue
932,Dr. Beverly Rowland,2017-09-12,Libyan Arab Jamahiriya
933,Lance Montes,1974-09-07,Burkina Faso
934,Lauren Cook,2000-12-26,Niger
935,Amber Turner,1986-07-14,Togo
936,Justin Ramirez,2000-08-17,Mozambique
937,Jessica Horton,1952-11-06,Syrian Arab Republic
938,Jennifer Jones,1913-07-25,Suriname
939,Justin Hoffman,2016-11-02,Togo
940,Dr. Christie Golden DVM,1957-06-20,Seychelles
941,Theresa Kent,1953-01-03,Netherlands Antilles
942,April Gilbert,1989-07-18,Nigeria
943,David Norton,1909-10-13,Equatorial Guinea
944,Christina Ewing,1918-11-18,Greenland
945,Alyssa Harris,2001-01-12,Martinique
946,Rachel Ford,1999-04-29,San Marino
947,Jessica Pena,1934-01-07,Syrian Arab Republic
948,Amy Gonzalez,2006-01-16,Russian Federation
949,Christopher Blackwell,1917-03-05,Moldova
950,Bradley Boyd,1940-06-08,Bahamas
951,Cheryl Brown,1931-04-23,Nicaragua
952,Amanda Cooper,1933-08-14,Switzerland
953,Megan Sharp,1929-04-02,Nauru
954,Andre Williams,1987-05-25,Serbia
955,Kelsey Sherman,1963-02-02,Norfolk Island
956,Travis Miller,1928-02-19,Portugal
957,Jose Harrison,1913-04-27,Libyan Arab Jamahiriya
958,Ricardo Parrish,1951-12-31,United States Minor Outlying Islands
959,Kelly Livingston,1999-12-08,Papua New Guinea
960,Ricky Roberts DDS,1968-02-11,Iceland
961,Faith Mccoy,1986-10-15,Mongolia
962,John Walton,1954-04-09,Bermuda
963,Margaret Mathis,1998-03-01,Antigua and Barbuda
964,Melanie Soto,1946-07-11,Peru
965,Hailey Cole,1928-03-18,Bangladesh
966,Robert Stewart,1942-06-16,Trinidad and Tobago
967,Raymond Conley,1972-04-22,Portugal
968,Carla Schmidt,1985-11-09,Grenada
969,Casey Malone,1950-06-01,Guyana
970,Mr. Jonathan Rose DDS,2017-06-07,Morocco
971,Brittany Oconnor,1955-01-26,Suriname
972,Ashley Yoder,1951-05-11,Turks and Caicos Islands
973,Michael Davila,2017-06-11,Hungary
974,James Sullivan,1919-06-29,Antarctica (the territory South of 60 deg S)
975,Tyler Thompson,2006-08-22,Niue
976,Lisa Adams,1929-11-21,Micronesia
977,Virginia Taylor,1952-01-30,South Georgia and the South Sandwich Islands
978,Andrea Scott,1959-10-05,North Macedonia
979,Abigail Phillips,1990-09-07,Antigua and Barbuda
980,John Allen,2001-06-11,Tonga
981,Kyle White,1957-04-28,Tokelau
982,Rhonda Baldwin,1952-12-10,French Polynesia
983,Diana Gutierrez,1962-09-24,Fiji
984,Kristin Hale,1983-10-05,North Macedonia
985,Stacy Sanchez,1934-06-22,Tajikistan
986,Paul Hall,1991-11-03,Estonia
987,Rebecca Benjamin,1945-01-13,Rwanda
988,Gary Huynh,1943-12-28,Sri Lanka
989,Stephanie Tapia,1998-06-10,Cook Islands
990,Jason Ortiz,1942-06-10,Saudi Arabia
991,Shane Wilson,2023-11-25,Nicaragua
992,Melanie Harris,1951-01-22,France
993,Cindy Nichols,2019-12-04,Armenia
994,Michelle Miller,2013-01-13,Kazakhstan
995,Michael Kent,1978-03-31,Bangladesh
996,Joseph Marsh,2001-01-01,Philippines
997,Jeremy Clarke,2016-12-03,United States of America
998,John Frazier,1970-01-19,Turkmenistan
999,Matthew Reed,1966-10-05,Singapore
1000,Timothy Black,1916-01-26,Antarctica (the territory South of 60 deg S)
1001,Michael Smith,1942-12-22,Tokelau
1002,Rachel Dunlap,1915-10-24,Poland
1003,Anita Larson,2013-10-29,British Indian Ocean Territory (Chagos Archipelago)
1004,Joann Mcmahon,1984-05-11,Pitcairn Islands
1005,Daniel Daniels,1931-07-31,Cook Islands
1006,Donald Diaz,2011-12-31,Belarus
1007,Mckenzie Gonzales,2007-04-18,Solomon Islands
1008,Brenda Barnes,1956-12-09,Kuwait
1009,Haley Walls,1941-01-16,Benin
1010,George Stanley,2017-04-04,Uganda
1011,Kenneth White,2020-09-23,Armenia
1012,Nicholas Williams,1954-03-08,Burkina Faso
1013,Amanda Hinton,2000-12-27,Colombia
1014,Evan Lopez,1918-04-11,Bahamas
1015,Don Collier,1946-11-19,Macao
1016,Alexis Carr,2009-03-19,Sri Lanka
1017,Eric Keller,1996-08-08,Austria
1018,Kathleen Farley,1985-10-23,Germany
1019,Tyler Hutchinson,1999-01-24,French Polynesia
1020,Jennifer Knapp,2008-10-02,Philippines
1021,Brandon Davis,1977-02-07,Philippines
1022,James Davis,1923-08-28,Svalbard & Jan Mayen Islands
1023,Alec Phillips,1982-02-08,Micronesia
1024,Gabriella Rivera,1971-01-18,Gambia
1025,Shannon Pennington,1987-09-20,Oman
1026,Sharon Vasquez,1917-02-03,Puerto Rico
1027,Rhonda Ward,1943-05-12,Moldova
1028,Jeffrey Flores,1924-04-07,Paraguay
1029,David Steele,1960-01-23,Saint Barthelemy
1030,Frank Dominguez,1994-01-28,Svalbard & Jan Mayen Islands
1031,Mrs. Amber Summers,2021-11-21,Luxembourg
1032,Timothy Allen,1927-02-17,Norfolk Island
1033,Andrew Scott,1945-08-05,Sri Lanka
1034,Kimberly Moses,1985-04-11,Aruba
1035,Terry Robles,2022-07-13,United States Virgin Islands
1036,Selena Booker,1989-10-05,Bolivia
1037,Aaron Davidson,2008-02-24,Liechtenstein
1038,John Fitzpatrick,1931-01-31,Pakistan
1039,Richard Smith,1940-10-15,Mauritania
1040,James Ramos,1984-05-11,China
1041,Andrew Sanchez,1953-01-02,Brazil
1042,Tamara Tanner,1973-02-14,Guyana
1043,Jacqueline Molina,1934-08-02,Georgia
1044,Ann Valdez,2014-04-21,French Southern Territories
1045,Patricia Gutierrez,1960-01-06,Anguilla
1046,Natasha Robinson,2017-05-21,Uruguay
1047,Yvette Smith,2016-05-22,Chile
1048,Nathaniel Livingston,1998-04-03,Mauritius
1049,Gary Weiss,2022-07-17,Saint Barthelemy
1050,Jennifer Williams,1950-01-09,Burkina Faso
1051,Amanda Townsend,1918-07-03,Estonia
1052,Leah Ray,1989-05-08,Ukraine
1053,Tonya Koch,1908-10-01,Moldova
1054,Jessica Gomez,1977-08-04,Saint Kitts and Nevis
1055,Melissa Carroll,1986-07-22,Hungary
1056,Dean Moore,1957-01-09,Swaziland
1057,Kenneth Bender,1953-08-18,Gibraltar
1058,Michael Gibson,1920-01-28,Denmark
1059,Kelly White,1978-09-28,Finland
1060,Shawn Santana,1952-03-08,Serbia
1061,Erika Davis,1943-10-01,Jamaica
1062,Dawn Moreno,1914-07-02,Qatar
1063,Paul Wolf,1947-05-14,Djibouti
1064,Peter Khan,1973-01-03,Seychelles
1065,Sandra Gomez,2003-12-24,Palestinian Territory
1066,Christopher Stevens,1997-04-01,Rwanda
1067,Joshua Dunlap,1917-08-07,Maldives
1068,Carolyn Brown,2023-10-24,Zimbabwe
1069,Andrew Obrien,1926-07-18,Argentina
1070,Yolanda Ware,1955-07-18,Cyprus
1071,Julie Duffy,1913-01-27,Faroe Islands
1072,David Mcfarland,1966-10-01,Bulgaria
1073,Nancy Adams,1944-07-02,Togo
1074,Gerald Francis,1943-04-20,Saint Helena
1075,Alicia Silva,2003-08-11,Vanuatu
1076,Trevor Jones,1911-06-05,Eritrea
1077,Barbara Johnson,1938-06-17,Georgia
1078,Cassandra Thomas,1966-08-02,El Salvador
1079,Gail Morrow,1944-04-25,Sao Tome and Principe
1080,Daniel Davis,2008-06-25,Taiwan
1081,Carlos Cruz,2011-12-22,Dominican Republic
1082,Elizabeth Villa,2016-03-18,Benin
1083,Ryan Clark,1923-07-30,Niue
1084,Mary Ward,1929-10-25,Zambia
1085,Heather Jones,1958-11-13,Suriname
1086,Rachel Shaffer,1932-08-15,Wallis and Futuna
1087,Elizabeth Wade,1919-10-15,Azerbaijan
1088,Timothy Chapman,1979-06-01,Serbia
1089,Stephen Johnson,1972-01-04,Mauritius
1090,Gregory Collier,1951-10-21,Mali
1091,Peter Morales,1967-11-11,Korea
1092,James Bishop,1966-12-29,Canada
1093,Timothy Vargas MD,1910-02-01,British Indian Ocean Territory (Chagos Archipelago)
1094,Robert May,2006-05-11,Malaysia
1095,Michael Herrera,1980-12-10,United States of America
1096,Terri Rojas,1987-11-24,Portugal
1097,Dawn Prince,1995-01-22,Norfolk Island
1098,Ronald Kirby,1914-02-11,Sudan
1099,Nicole Hahn,2009-05-19,Timor-Leste
1100,Jonathan Ford,1986-03-28,Sao Tome and Principe
1101,Ryan Mclean,2007-07-19,Kiribati
1102,Lawrence Randall,2008-10-29,Spain
1103,Mercedes Byrd,1929-03-13,Chile
1104,Laura Simmons,1957-08-18,Liberia
1105,Andrea Huang,2004-07-28,Madagascar
1106,Jose Ramsey,1912-04-19,Fiji
1107,Christopher Hansen,1983-06-14,Haiti
1108,Nicholas Cohen,1914-04-17,Mongolia
1109,Carmen Knight,1937-07-30,Peru
1110,Leonard Brown,2001-11-29,British Virgin Islands
1111,Joshua Morrison,2005-09-17,Timor-Leste
1112,Caitlin Fields,1912-06-16,Indonesia
1113,Dana Crawford,2021-11-03,Palestinian Territory
1114,Jason Rodriguez,1941-12-04,Greenland
1115,James Evans,1939-03-16,Ecuador
1116,Tricia Spears,2023-01-14,Vietnam
1117,Hannah Love,1956-12-08,Eritrea
1118,David Clark,2005-10-03,Gabon
1119,Kathleen Green,1956-06-15,Andorra
1120,Colleen Watson,1974-09-27,Saint Lucia
1121,George Ross,1913-10-23,Angola
1122,Teresa Montgomery,2005-02-22,Luxembourg
1123,Alyssa Thompson,1938-06-29,Chile
1124,Laura Alvarez MD,2010-05-03,Japan
1125,Aaron Wood,1993-01-31,Montserrat
1126,Elaine Jensen,1926-09-06,Belarus
1127,Michelle Parsons,1987-12-19,British Virgin Islands
1128,John Camacho,1962-03-25,Angola
1129,Marcus Moore,1949-10-29,Macao
1130,Sean Burgess,1912-07-15,Marshall Islands
1131,Patricia Smith,1932-07-19,Turkmenistan
1132,Robert Cooper,1954-06-14,Panama
1133,Lucas Watson,1971-09-01,British Virgin Islands
1134,Ralph Farmer,1909-10-03,Martinique
1135,Nathan Watts,2009-06-28,Samoa
1136,James Evans,1922-03-09,Switzerland
1137,Helen Holmes,1973-07-05,Burundi
1138,Bryan Lin,1928-06-18,Andorra
1139,Elizabeth Green,1961-03-17,Mexico
1140,Kerry Sanchez,1910-08-29,Australia
1141,Miranda Miller,1932-08-20,Turks and Caicos Islands
1142,Darlene Powell,1995-08-10,Svalbard & Jan Mayen Islands
1143,Ms. Melissa Price PhD,1999-04-26,Reunion
1144,Sandra Brooks,1977-09-28,Mozambique
1145,Troy Richards,1957-06-21,Suriname
1146,Michael Cruz,2011-03-15,Cape Verde
1147,Jamie Gonzales,1961-02-13,Equatorial Guinea
1148,Nicholas Smith,1985-05-28,Burundi
1149,John Taylor,1913-04-23,Guyana
1150,Meghan Rose,2021-02-11,Zambia
1151,William Burns,1992-09-11,Malawi
1152,Heather Johnson,1987-12-28,Qatar
1153,Julia Pratt,2012-04-15,Iraq
1154,Mackenzie Hull,1939-04-29,Saudi Arabia
